product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,user_id,user_name,review_id,review_content,img_link,product_link
B098NS6PVG,Ambrane Unbreakable ,Computers&Accessories,$199,$349,43%,4,"43,993",Compatible with all ,AECPFYFQVR,"ArdKn,Nirb",RGIQEG07R9,I ordered this cable to connect my phone to Androi,https://m.media-amazon.com/images/I/31zOsqQOAOL._S,https://www.amazon.in/Ambrane-Unbreakable-Charging
B07WJV6P1R,iQOO Z6 Lite 5G by v,Electronics|Mobiles&A,"$15,499","$18,999",18%,4.1,"19,252",World's First Snapdr,AHWRZWPCTG,siddharth ,R27MK332LT,I purchased the 6/128gb variant.To sum  it up in t,https://m.media-amazon.com/images/I/4105IiC5tDL._S,https://www.amazon.in/iQOO-Stellar-Snapdragon-Purc
B096MSW6CT,Sounce Fast Phone Ch,Computers&Accessories,$199,$999,80%,3.9,"7,928",【 Fast Charger& Da,AGU3BBQ2V2,"Kunal,Hima",R3J3EQQ9TZ,"Not quite durable and sturdy,https://m.media-amazo",https://m.media-amazon.com/images/I/31IvNJZnmdL._S,https://www.amazon.in/Sounce-iPhone-Charging-Compa
B0BF54LXW6,Fire-Boltt Ninja Cal,Electronics|WearableT,"$1,799","$19,999",91%,4.2,"13,937",Fire-Boltt is India',AEC6UDCEAU,venkatesh ,R1PKIMKR1E,"I liked it, worth the money, light weight and comf",https://m.media-amazon.com/images/I/41Fq27ZjJfL._S,https://www.amazon.in/Fire-Boltt-Bluetooth-Calling
B09XB7SRQ5,Redmi 10A (Slate Gre,Electronics|Mobiles&A,"$8,999","$11,999",25%,4,"12,796",Camera: 13MP Rear Ca,AFIJZPIDNQ,"Mahantesh,",R98JKKNCSM,Camera and display is very poor quality and batter,https://m.media-amazon.com/images/I/41VcqwZ-O8L._S,https://www.amazon.in/Redmi-Storage-Battery-Finger
B09FFK1PQG,Duracell 38W Fast Ca,Electronics|Mobiles&A,$873,"$1,699",49%,4.4,"1,680",Ultra Charging Prote,AHPBU5B6HI,Amit Kumar,R30W8FL25X,"Kk,Good quality product and best fitted into my ca",https://m.media-amazon.com/images/I/31dYcDtt38L._S,https://www.amazon.in/DURACELL-Charger-Qualcomm-Ce
B09RMQYHLH,realme narzo 50 (Spe,Electronics|Mobiles&A,"$12,999","$15,999",19%,4.2,"13,246",Processor: Octa-core,AE4755NP2P,"ANURAG,RAV",R225TDOAW3,"After using the phone for a day, I feel corners ha",https://m.media-amazon.com/images/I/51UzDSGpNWL._S,https://www.amazon.in/realme-Storage-Processor-Tri
B08ZN4B121,WeCool Bluetooth Ext,Electronics|Mobiles&A,$539,"$1,599",66%,3.8,"14,648",Ultra Light Selfie S,AGUFJYDE6U,"Shyam,Tush",R2U0MOPP5A,I bought this product with the hope that it would ,https://m.media-amazon.com/images/I/41m7DLY3yGL._S,https://www.amazon.in/WeCool-Bluetooth-Extendable-
B0B3RSDSZ3,Fire-Boltt Phoenix S,Electronics|WearableT,"$1,999","$9,999",80%,4.3,"27,696",Fire-Boltt is India',AHUGCKS7YA,yogita rat,R34816YEM3,"2 months review- its been working fine, there's be",https://m.media-amazon.com/images/I/41-CKEKnjyL._S,https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth
B08VB34KJ1,OPPO A74 5G (Fantast,Electronics|Mobiles&A,"$15,490","$20,990",26%,4.2,"32,916","6.49"" Inch 16.5cm FH",AEW3QDKETJ,"Chandra.g,",R2P0CRDHOM,"I like it,Great phone in smaller amount these came",https://m.media-amazon.com/images/I/41BnHjRP0ZS._S,https://www.amazon.in/OPPO-Fantastic-Purple-128GB-
B09T39K9YL,Redmi Note 11 Pro + ,Electronics|Mobiles&A,"$19,999","$24,999",20%,3.9,"25,824",Superior performance,AHALPOEUQF,"Indro,Bhav",R1S5FUVJK5,I bought this phone after tonnes of research and w,https://m.media-amazon.com/images/I/41iEZV6nKbL._S,https://www.amazon.in/Redmi-Stealth-Additional-Exc
B08VF8V79P,Samsung Original 25W,Electronics|Mobiles&A,"$1,075","$1,699",37%,4.4,"7,462",Charging Cable Not I,AFDRGTOQGL,"Akash V.,S",RM040SFEJL,Not charge like original my brother have same char,https://m.media-amazon.com/images/I/21x1gw1geuL._S,https://www.amazon.in/Samsung-EP-TA800NBEGIN-25W-T
B08G28Z33M,realme Buds Classic ,Electronics|Headphone,$399,$699,43%,4,"37,817",Large 14.2mm Large D,AGB2L4VZFZ,Sankalpa C,R2CKMKVZVL,"Despite being affordable, these headphones are pre",https://m.media-amazon.com/images/I/41NuSTFXerL._S,https://www.amazon.in/realme-Classic-Wired-Earphon
B09PNKXSKF,Noise ColorFit Pulse,Electronics|WearableT,"$1,999","$3,990",50%,4,"30,254","1.69"" grand display:",AF3JE3MHGV,Ranjitha P,R3B5HP4PJ8,"Battery life is low,Worth purchase,Good performanc",https://m.media-amazon.com/images/I/41Coma77U+L._S,https://www.amazon.in/Noise-ColorFit-Display-Monit
B0B5DDJNH4,boAt Wave Call Smart,Electronics|WearableT,"$1,999","$7,990",75%,3.8,"17,831",Bluetooth Calling- W,AHPYDFW6Y3,"AV,Mathan ",R3EKLFGQGV,[Update: Sept 29] boAt seems to have heard the fee,https://m.media-amazon.com/images/I/411q-oMvehL._S,https://www.amazon.in/boAt-Wave-Call-Dedicated-Mul
B08HDJ86NZ,boAt Deuce USB 300 2,Computers&Accessories,$329,$699,53%,4.2,"94,364",The boAt Deuce USB 3,AEWAZDZZJL,Omkar dhal,R3EEUZKKK9,"Good product,long wire,Charges good,Nice,I bought ",https://m.media-amazon.com/images/I/41V5FtEWPkL._S,https://www.amazon.in/Deuce-300-Resistant-Tangle-F
B08CF3B7N1,Portronics Konnect L,Computers&Accessories,$154,$399,61%,4.2,"16,905",[CHARGE & SYNC FUNCT,AE3Q6KSUK5,rahuls6099,R1BP4L2HH9,"Bought this instead of original apple, does the wo",https://m.media-amazon.com/images/I/31VzNhhqifL._S,https://www.amazon.in/Portronics-Konnect-POR-1080-
B07WDKLDRX,iQOO Neo 6 5G (Dark ,Electronics|Mobiles&A,"$28,999","$34,999",17%,4.4,"20,311",Snapdragon 870 5G Mo,AFLMOZFV4P,Goutham Gi,R1X7186WUE,I ordered this phone based on specs it was providi,https://m.media-amazon.com/images/I/51DLLa8HNWL._S,https://www.amazon.in/iQOO-128GB-Storage-Snapdrago
B09MQSCJQ1,boAt Xtend Smartwatc,Electronics|WearableT,"$2,299","$7,990",71%,4.2,"69,622",Alexa- Alexa built-i,AFBVVELP4G,"Andy,Deepa",R2LYKHFGZW,",Wow!!! Just wow!!! How can a beautiful product li",https://m.media-amazon.com/images/I/41lQan54SPL._S,https://www.amazon.in/boAt-Display-Multiple-Monito
B094YFFSMY,Tygot Bluetooth Exte,Electronics|Mobiles&A,$399,"$1,999",80%,4,"3,382",This is a Bluetooth ,AHTVBHRLCB,Shekhar Ba,R3BGA0IR8X,The selfie stick is made up of cheap quality plast,https://m.media-amazon.com/images/I/41MmsYTi06L._S,https://www.amazon.in/Tygot-Bluetooth-Extendable-M
B09MT84WV5,Samsung EVO Plus 128,Electronics|Accessori,"$1,149","$3,999",71%,4.3,"1,40,036",Up to 130MB/s read s,AGKL2QQZYT,Soumendra ,R33U0ERE0G,"It's a good deal to get the SD card in this price,",https://m.media-amazon.com/images/I/31R6RP26dzL._S,https://www.amazon.in/Samsung-microSDXC-Memory-Ada
B08VS3YLRK,Portronics Adapto 20,Electronics|Mobiles&A,$529,"$1,499",65%,4.1,"8,599",[20W HIGH-SPEED CHAR,AE5X7F5K6H,"pawhnai,Sa",RLCW4ACH6T,Good charging speed as expected but heat up faster,https://m.media-amazon.com/images/I/31wqydqbA9L._S,https://www.amazon.in/Portronics-Adapto-Adapter-Ch
B0B4F3QNDM,Samsung Galaxy M13 5,Electronics|Mobiles&A,"$13,999","$19,499",28%,4.1,"18,998",Upto 12GB RAM with R,AGAELRYPMT,Satheesh K,R2K5OD0MEE,"I am not big on camera usage, personally. I was ev",https://m.media-amazon.com/images/I/413sCRKobNL._S,https://www.amazon.in/Samsung-Galaxy-Storage-5000m
B07GQD4K6L,boAt Bassheads 100 i,Electronics|Headphone,$379,$999,62%,4.1,"3,63,713",The perfect way to a,AF4MVO4JNF,tarun kuma,R2DD2M5YAR,The sound quality of this earphone are really good,https://m.media-amazon.com/images/I/31qVddHyy5L._S,https://www.amazon.in/Boat-BassHeads-100-Inspired-
B07WDKLRM4,iQOO Z6 44W by vivo ,Electronics|Mobiles&A,"$13,999","$19,999",30%,4.1,"19,252",44W FlashCharge|Snap,AHWRZWPCTG,siddharth ,R27MK332LT,I purchased the 6/128gb variant.To sum  it up in t,https://m.media-amazon.com/images/I/41iVkyHeTUL._S,https://www.amazon.in/iQOO-Lumina-Blue-128GB-Stora
B0BP18W8TM,Fire-Boltt Gladiator,Electronics|WearableT,"$3,999","$9,999",60%,4.4,73,"Largest 1.96"" Displa",AGRV2QBB6J,"Bhathresh,",R3LPK5GH31,Delivery: It is delivered on time as promisedRevie,https://m.media-amazon.com/images/I/51vHAEYKeWL._S,https://www.amazon.in/Fire-Boltt-Gladiator-Bluetoo
B08Y1TFSP6,pTron Solero TB301 3,Computers&Accessories,$149,"$1,000",85%,3.9,"24,870",Fast Charging & Data,AEQ2YMXSZW,"Jayesh,Raj",R7S8ANNSDP,"It's a good product.,Like,Very good item strong an",https://m.media-amazon.com/images/I/31wOPjcSxlL._S,https://www.amazon.in/Solero-TB301-Charging-480Mbp
B07GXHC691,STRIFF PS2_01 Multi ,Electronics|Mobiles&A,$99,$499,80%,4.3,"42,641",[PORTABLE SIZE]- 98m,AE3SQVHSPJ,Syed Musad,R2KLBZ0I1O,This is good mobile stand. Sturdy with mobiles but,https://m.media-amazon.com/images/I/31iE517+NFL._S,https://www.amazon.in/STRIFF-Mobile-Android-Samsun
B08FN6WGDQ,Samsung Galaxy Buds ,Electronics|Headphone,"$4,790","$15,990",70%,4,"4,390",For any product rela,AHPK4PXDZS,Chinmoy Sa,RU8SZ6NFWF,The earphones have good clear sound quality. It la,https://m.media-amazon.com/images/I/31Sx7+mu+vL._S,https://www.amazon.in/Samsung-Galaxy-SM-R180NZKAIN
B0B3D39RKV,OnePlus Nord 2T 5G (,Electronics|Mobiles&A,"$33,999","$33,999",0%,4.3,"17,415",Camera: 50MP Main Ca,AEREO7C5GL,"ASR,Amazon",R128LZ0DN2,Verdict : A Solid buy for this price segment in 20,https://m.media-amazon.com/images/I/41iEc0hf6TL._S,https://www.amazon.in/OnePlus-Nord-Jade-256GB-Stor
B085HY1DGR,Sounce Spiral Charge,Computers&Accessories,$99,$999,90%,4,"1,396",Protect cables: The ,AENDUJB5OZ,Diamond he,R3TQ32UCRS,Very nice product and easy to use as well as very ,https://m.media-amazon.com/images/I/41nf9n-v3pL._S,https://www.amazon.in/Sounce-Charger-Protector-Cha
B08D75R3Z1,PTron Boom Ultima 4D,Electronics|Headphone,$299,"$1,900",84%,3.6,"18,202",In-ear Dual Driver W,AHDANFLZ6C,"Isfahan A,",R2MHX3EGIJ,"So about the product Boom ultima, as it goes by th",https://m.media-amazon.com/images/I/41EnFjIAoaL._S,https://www.amazon.in/Boom-Ultima-Headphones-Cance
B0B4F2TTTS,Samsung Galaxy M13 (,Electronics|Mobiles&A,"$10,999","$14,999",27%,4.1,"18,998",6000mAh lithium-ion ,AGAELRYPMT,Satheesh K,R2K5OD0MEE,"I am not big on camera usage, personally. I was ev",https://m.media-amazon.com/images/I/41op1vdp-UL._S,https://www.amazon.in/Samsung-Galaxy-Storage-6000m
B09WRMNJ9G,OnePlus 10R 5G (Fore,Electronics|Mobiles&A,"$34,999","$38,999",10%,4.2,"11,029",Camera: 50MP Main Ca,AHLYJKN3B4,Dinesh Kum,RB90KDMXOC,I am using OnePlus 10R 8GB 128GB more than one mon,https://m.media-amazon.com/images/I/41pQ4gJMwEL._S,https://www.amazon.in/OnePlus-Forest-Green-Storage
B0B14MR9L1,Samsung Galaxy M33 5,Electronics|Mobiles&A,"$16,999","$24,999",32%,4.1,"22,318",Exynos 1280 Octa Cor,AHJJY3GFDJ,Atulya Sin,R36UIGIQWY,I would not consider buying an i-phone simply beca,https://m.media-amazon.com/images/I/419KF2t1nML._S,https://www.amazon.in/Samsung-Emerald-Storage-Purc
B09ZPL5VYM,Ambrane Mobile Holdi,Electronics|Mobiles&A,$199,$499,60%,4.1,"1,786",Multipurpose Stand: ,AF535RV7I3,Rohan Kuma,R34U56TMQL,The stand's quality is decent. Beacuse of its comp,https://m.media-amazon.com/images/I/41-oxsVh7nL._S,https://www.amazon.in/Ambrane-Adjustment-Compatibi
B0993BB11X,Ambrane 10000mAh Sli,Electronics|Mobiles&A,$999,"$1,599",38%,4,"7,222",Power-packed 10000mA,AFZRJWGYUF,"RAMKISAN,P",R83JPRO9V5,I am very happy after using it.  This power bank i,https://m.media-amazon.com/images/I/21e5ZrIutKS._S,https://www.amazon.in/Ambrane-Multi-Layer-Protecti
B09V2PZDX8,Nokia 105 Single SIM,Electronics|Mobiles&A,"$1,299","$1,599",19%,4,"1,28,311",All-new redesigned N,AE27UOZENY,virender m,R1BFOK13WV,Phone is ok except middle button it’s a headache,https://m.media-amazon.com/images/I/41w5fk8Vl6L._S,https://www.amazon.in/Nokia-105-Single-Keypad-Wire
B085W8CFLH,PTron Tangent Lite B,Electronics|Headphone,$599,"$1,800",67%,3.5,"83,996",1 year manufacturer ,AHCZZTKJ5W,"Chyanika,S",R1Z1YO987I,Worth every penny compared to the cost. A basic Bl,https://m.media-amazon.com/images/I/41qhEf58vbL._S,https://www.amazon.in/Tangent-Lite-Magnetic-Blueto
B09MT6XSFW,Samsung EVO Plus 64G,Electronics|Accessori,$599,"$1,899",68%,4.3,"1,40,036",Up to 130MB/s read s,AGKL2QQZYT,Soumendra ,R33U0ERE0G,"It's a good deal to get the SD card in this price,",https://m.media-amazon.com/images/I/31P2d7102lL._S,https://www.amazon.in/Samsung-microSDXC-Memory-Ada
B07RD611Z8,Ambrane 20000mAh Pow,Electronics|Mobiles&A,"$1,799","$2,499",28%,4.1,"18,678",Massive 20000mAh Lit,AFAKEZV7KM,"Vikrant,Ga",R3C219XKJW,I bought this power-bank to use during my vacation,https://m.media-amazon.com/images/I/31RktQKvhoL._S,https://www.amazon.in/Ambrane-20000mAh-Lithium-Pol
B08WRWPM22,boAt Micro USB 55 Ta,Computers&Accessories,$176.63,$499,65%,4.1,"15,189",It Ensures High Spee,AG7C6DAADC,Vivek kuma,R8E73K2KWJ,Build quality is good and it is comes with 2 year ,https://m.media-amazon.com/images/I/41jlwEZpa5L._S,https://www.amazon.in/boAt-Micro-USB-Tangle-Free-T
B0B4F52B5X,Samsung Galaxy M13 (,Electronics|Mobiles&A,"$10,999","$14,999",27%,4.1,"18,998",6000mAh lithium-ion ,AGAELRYPMT,Satheesh K,R2K5OD0MEE,"I am not big on camera usage, personally. I was ev",https://m.media-amazon.com/images/I/41Vj+8XWIQL._S,https://www.amazon.in/Samsung-Midnight-Storage-600
B096VF5YYF,boAt Xtend Smartwatc,Electronics|WearableT,"$2,999","$7,990",62%,4.1,"48,449",Alexa- Alexa built-i,AE6CROVUGP,"archit,Arj",R1ZQQKZCCG,Review OverviewAverage2.7The Boat today launched t,https://m.media-amazon.com/images/I/41pfjyUPZLL._S,https://www.amazon.in/boAt-Smartwatch-Multiple-Mon
B0B5D39BCD,boAt Wave Call Smart,Electronics|WearableT,"$1,999","$7,990",75%,3.8,"17,831",Bluetooth Calling- W,AHPYDFW6Y3,"AV,Mathan ",R3EKLFGQGV,[Update: Sept 29] boAt seems to have heard the fee,https://m.media-amazon.com/images/I/41R9fDKo6iL._S,https://www.amazon.in/boAt-Wave-Call-Dedicated-Mul
B08DDRGWTJ,MI Usb Type-C Cable ,Computers&Accessories,$229,$299,23%,4.3,"30,411",1m long Type-C USB C,AHW6E5LQ2B,"Pavan A H,",R2X090D1YH,Worth for money - suitable for Android auto... my ,https://m.media-amazon.com/images/I/31XO-wfGGGL._S,https://www.amazon.in/MI-MTCY001IN-USB-Type-C-Cabl
B082LZGK39,Ambrane Unbreakable ,Computers&Accessories,$199,$299,33%,4,"43,994",Universal Compatibil,AECPFYFQVR,"ArdKn,Nirb",RGIQEG07R9,I ordered this cable to connect my phone to Androi,https://m.media-amazon.com/images/I/31kj3q4SepL._S,https://www.amazon.in/Ambrane-Unbreakable-Charging
B09XBJ1CTN,MI Xiaomi 22.5W Fast,Electronics|Mobiles&A,$649,$999,35%,4.2,"1,315",22.5W Universal Fast,AGAPGK7QBU,Dongay Raj,RWVCDTLWJR,Item is good.  No issues.  It supports mobile whic,https://m.media-amazon.com/images/I/21df1gnW1SL._S,https://www.amazon.in/Xiaomi-22-5W-Fast-Charger-Ca
B0B4F5L738,Samsung Galaxy M13 5,Electronics|Mobiles&A,"$13,999","$19,499",28%,4.1,"18,998",Upto 12GB RAM with R,AGAELRYPMT,Satheesh K,R2K5OD0MEE,"I am not big on camera usage, personally. I was ev",https://m.media-amazon.com/images/I/413sCRKobNL._S,https://www.amazon.in/Samsung-Midnight-Storage-500
B08MTCKDYN,Gizga Essentials Spi,Electronics|Mobiles&A,$119,$299,60%,4.1,"5,999",WIDELY USE - SPIRAL ,AFLBLMPC4W,"Velir,Dile",R10KEMT1N3,"It is good for data cables...I liked it,https://m.",https://m.media-amazon.com/images/I/511g3fIVsqL._S,https://www.amazon.in/GIZGA-Protector-Charging-Pro
B09QS8V5N8,Redmi Note 11 (Space,Electronics|Mobiles&A,"$12,999","$17,999",28%,4.1,"50,772",Display: 90Hz FHD+ (,AEJLOEHISU,"Meghnad,Pa",R1GQJYYLCF,I was looking for a phone below 10K. I am not a pe,https://m.media-amazon.com/images/I/411yU+n3UkL._S,https://www.amazon.in/Redmi-Storage-Qualcomm%C2%AE
B08CF3D7QR,Portronics Konnect L,Computers&Accessories,$154,$339,55%,4.3,"13,391",[CHARGE & SYNC FUNCT,AGYLPKPZHV,"Tanya,Anu,",R11MQS7WD9,The cable is efficient in fast charging but in qui,https://m.media-amazon.com/images/I/31dJ+lXJq3L._S,https://www.amazon.in/Portronics-POR-1081-Charging
B09T2WRLJJ,Redmi Note 11 Pro + ,Electronics|Mobiles&A,"$20,999","$26,999",22%,3.9,"25,824",Superior performance,AHALPOEUQF,"Indro,Bhav",R1S5FUVJK5,I bought this phone after tonnes of research and w,https://m.media-amazon.com/images/I/410TBgL2KXL._S,https://www.amazon.in/Redmi-Phantom-Additional-Exc
B089WB69Y1,"USB Charger, Oraimo ",Electronics|Mobiles&A,$249,$649,62%,4,"14,404",【Dual Port USB Wal,AEKSR7FVH2,Samar Kuma,R1DSLJ58BW,"Expect it will last long, price wise it's a good p",https://m.media-amazon.com/images/I/41v82KfCUuL._S,https://www.amazon.in/oraimo-firefly-2s-charger-mi
B0116MIKKC,Goldmedal Curve Plus,Electronics|Mobiles&A,$99,$171,42%,4.5,"11,339",LED indicator|Trendy,AFIC3QEUDE,"paul,Amazo",R3MQME1SHO,Product is just as described and does what it has ,https://m.media-amazon.com/images/I/31MmkM8HTiL._S,https://www.amazon.in/Goldmedal-202042-Plastic-Uni
B09P858DK8,WeCool C1 Car Mobile,Electronics|Mobiles&A,$489,"$1,999",76%,4,"3,626",One Click Release : ,AFLKEO2K6C,Santosh Ve,R1P673FG5G,"Look good,The product is good, does what it says e",https://m.media-amazon.com/images/I/41fkuZKjGCL._S,https://www.amazon.in/WeCool-C1-Technology-Windshi
B07DJLFMPS,HP 32GB Class 10 Mic,Electronics|Accessori,$369,"$1,600",77%,4,"32,625",HP 32GB Class 10 Mic,AE2OFVZSIE,Ajit Kumar,RPA8V1051E,"Best wishes,brought it online as cautious about bu",https://m.media-amazon.com/images/I/41z7FRqEerL._S,https://www.amazon.in/HP-MicroSD-U1-TF-Card-32GB/d
B07WHQWXL7,iQOO Z6 44W by vivo ,Electronics|Mobiles&A,"$15,499","$20,999",26%,4.1,"19,252",44W FlashCharge|Snap,AHWRZWPCTG,siddharth ,R27MK332LT,I purchased the 6/128gb variant.To sum  it up in t,https://m.media-amazon.com/images/I/41iVkyHeTUL._S,https://www.amazon.in/iQOO-Lumina-Blue-128GB-Stora
B07WDK3ZS6,iQOO Z6 Lite 5G by v,Electronics|Mobiles&A,"$15,499","$18,999",18%,4.1,"19,252",World's First Snapdr,AHWRZWPCTG,siddharth ,R27MK332LT,I purchased the 6/128gb variant.To sum  it up in t,https://m.media-amazon.com/images/I/41Yylo75u7L._S,https://www.amazon.in/iQOO-Storage-Snapdragon-Purc
B09T2S8X9C,Redmi Note 11 Pro + ,Electronics|Mobiles&A,"$22,999","$28,999",21%,3.9,"25,824",Superior performance,AHALPOEUQF,"Indro,Bhav",R1S5FUVJK5,I bought this phone after tonnes of research and w,https://m.media-amazon.com/images/I/41iEZV6nKbL._S,https://www.amazon.in/Redmi-Stealth-Additional-Exc
B07S9S86BF,boAt Bassheads 242 i,Electronics|Headphone,$599,"$1,490",60%,4.1,"1,61,679",Fly into your workou,AFG3EU556A,"Tanu,THENN",R2WQHYFXQ5,sound of song are good its really good or i am sti,https://m.media-amazon.com/images/I/41OVH5kIQhL._S,https://www.amazon.in/Boat-Bassheads-242-Earphones
B07N8RQ6W7,Portronics MODESK PO,Electronics|Mobiles&A,$134,$699,81%,4.1,"16,685",MoDesk - a Premium Q,AE55KTFVNX,Sethu madh,R23YK9FCYD,"Strong enough, good one to hold.,It's serves the s",https://m.media-amazon.com/images/I/31mbyi7ocJL._S,https://www.amazon.in/Portronics-POR-122-MODESK-Un
B09FKDH6FS,realme narzo 50i (Mi,Electronics|Mobiles&A,"$7,499","$7,999",6%,4,"30,907",2 GB RAM | 32 GB ROM,AFFOR2CVZK,Aditya Jha,R36T09OX35,If your budget is low and you are looking for a go,https://m.media-amazon.com/images/I/4147W6koDNL._S,https://www.amazon.in/realme-narzo-Mint-Green-Stor
B08HVJCW95,MI 10000mAh 3i Lithi,Electronics|Mobiles&A,"$1,149","$2,199",48%,4.3,"1,78,912",10000mAh Lithium Pol,AG3SQH676V,Mahesh Par,R31BXRU0GA,I haven’t used any other battery pack so will no,https://m.media-amazon.com/images/I/31YFSh7g63L._S,https://www.amazon.in/Power-10000mAh-Metallic-Outp
B09YDFDVNS,Nokia 105 Plus Singl,Electronics|Mobiles&A,"$1,324","$1,699",22%,4,"1,28,311",All-new redesigned N,AE27UOZENY,virender m,R1BFOK13WV,Phone is ok except middle button it’s a headache,https://m.media-amazon.com/images/I/41o7qy-j6KL._S,https://www.amazon.in/Nokia-105-Single-Keypad-Wire
B07WGPKTS4,iQOO Z6 44W by vivo ,Electronics|Mobiles&A,"$13,999","$19,999",30%,4.1,"19,252",44W FlashCharge|Snap,AHWRZWPCTG,siddharth ,R27MK332LT,I purchased the 6/128gb variant.To sum  it up in t,https://m.media-amazon.com/images/I/41Lif4YWC2L._S,https://www.amazon.in/iQOO-Raven-Black-128GB-Stora
B0789LZTCJ,boAt Rugged v3 Extra,Computers&Accessories,$299,$799,63%,4.2,"94,364",The boAt rugged cabl,AEWAZDZZJL,Omkar dhal,R3EEUZKKK9,"Good product,long wire,Charges good,Nice,I bought ",https://m.media-amazon.com/images/I/41SDfuK7L2L._S,https://www.amazon.in/Rugged-Extra-Tough-Unbreakab
B09MZCQYHZ,Ambrane 10000mAh Sli,Electronics|Mobiles&A,$999,"$1,599",38%,4,"7,222",Power-packed 10000mA,AFZRJWGYUF,"RAMKISAN,P",R83JPRO9V5,I am very happy after using it.  This power bank i,https://m.media-amazon.com/images/I/31oA0-q5UzL._S,https://www.amazon.in/Ambrane-Multi-Layer-Protecti
B0B4F2ZWL3,Samsung Galaxy M13 (,Electronics|Mobiles&A,"$12,999","$17,999",28%,4.1,"18,998",6000mAh lithium-ion ,AGAELRYPMT,Satheesh K,R2K5OD0MEE,"I am not big on camera usage, personally. I was ev",https://m.media-amazon.com/images/I/41fNkwj-vnL._S,https://www.amazon.in/Samsung-Stardust-Storage-600
B08VB2CMR3,OPPO A74 5G (Fluid B,Electronics|Mobiles&A,"$15,490","$20,990",26%,4.2,"32,916","6.49"" Inch (16.5cm) ",AEW3QDKETJ,"Chandra.g,",R2P0CRDHOM,"I like it,Great phone in smaller amount these came",https://m.media-amazon.com/images/I/41iHN9Y07cS._S,https://www.amazon.in/OPPO-Fluid-Black-128GB-Stora
B095RTJH1M,Spigen EZ Fit Temper,Electronics|Mobiles&A,$999,"$2,899",66%,4.6,"26,603",Compatibility ; Glas,AFDITJCB5D,Abdul Moiz,RE1RVB3YIB,I used my 13 pro without a screen guard for a year,https://m.media-amazon.com/images/I/41Usew0lrWL._S,https://www.amazon.in/Spigen-Tempered-Screen-Prote
B097R25DP7,Noise ColorFit Pulse,Electronics|WearableT,"$1,599","$4,999",68%,4,"67,950",[10-day battery]: Wi,AHECNVXSW6,Ankita Dwi,R1NARG7VJ5,"Good fit, nice smart watch in this price range, es",https://m.media-amazon.com/images/I/41XH-IpxCQL._S,https://www.amazon.in/Noise-ColorFit-Smartwatch-Mo
B09YDFKJF8,Nokia 105 Plus Singl,Electronics|Mobiles&A,"$1,324","$1,699",22%,4,"1,28,311",All-new redesigned N,AE27UOZENY,virender m,R1BFOK13WV,Phone is ok except middle button it’s a headache,https://m.media-amazon.com/images/I/31-hWNXDxiL._S,https://www.amazon.in/Nokia-105-Single-Wireless-Ch
B07WDK3ZS2,iQOO Z6 Pro 5G by vi,Electronics|Mobiles&A,"$20,999","$29,990",30%,4.3,"9,499",Snapdragon 778G come,AELBDTDLN6,"Thukkaram,",RJYLPPJ0FG,"The camera is good, phone is quite respponsive, fa",https://m.media-amazon.com/images/I/41XtHlbmOHL._S,https://www.amazon.in/iQOO-Storage-Snapdragon-Flas
B08RZ5K9YH,MI 33W SonicCharge 2,Electronics|Mobiles&A,$999,"$1,999",50%,4.3,"1,777",100cm Fast Charging ,AEJKUZQM36,sarangam g,RM0S8X7RAL,"Very fast charging,It's a original item and does i",https://m.media-amazon.com/images/I/21Z1HsPvyTL._S,https://www.amazon.in/33W-SonicCharge-2-0-Charger-
B08444S68L,OPPO A31 (Mystery Bl,Electronics|Mobiles&A,"$12,490","$15,990",22%,4.2,"58,506",12+2+2MP triple rear,AGPVN62QTZ,Suhail Kaz,RFPSJKWNCQ,"I like this product,It's okay for a backup emergen",https://m.media-amazon.com/images/I/41OBf52bnOL._S,https://www.amazon.in/Oppo-Mystery-Storage-Additio
B07WHQBZLS,iQOO vivo Z6 5G (Chr,Electronics|Mobiles&A,"$17,999","$21,990",18%,4,"21,350",Snapdragon 695 5G Mo,AF526AFELI,Amazon Cus,R2ZQ3KNS6A,This is My first 5G IQOO mobile  purchased on 26th,https://m.media-amazon.com/images/I/41OaM+9ZHXL._S,https://www.amazon.in/iQOO-Chromatic-Storage-Snapd
B085DTN6R2,Portronics Konnect C,Computers&Accessories,$350,$899,61%,4.2,"2,263",[20W PD FAST CHARGIN,AGUAYQHARA,"Priya,Mans",R1QETDIPRC,Definitely isn’t as good as the original cord bu,https://m.media-amazon.com/images/I/31J6qGhAL9L._S,https://www.amazon.in/Portronics-Konnect-Delivery-
B09JS562TP,Motorola a10 Dual Si,Electronics|Mobiles&A,"$1,399","$1,630",14%,4,"9,378",Ensured Power packed,AEN657OFUB,Rajasekhar,R27C4TPKHX,rating everything is okay except voice sound durin,https://m.media-amazon.com/images/I/41MOWVL2YNL._S,https://www.amazon.in/Motorola-keypad-Mobile-Expan
B09KLVMZ3B,Portronics Konnect L,Computers&Accessories,$159,$399,60%,4.1,"4,768",[CHARGE & SYNC FUNCT,AF2XXVO7JU,Deepaak Si,R20XIOU25H,Loosing charging cable of apple is costly affair. ,https://m.media-amazon.com/images/I/41R08zLK69L._S,https://www.amazon.in/Portronics-Konnect-POR-1401-
